"gamma","sigma","p","ratio","B","G","alpha","beta","Bias_n","Var_n","Bias_p","Var_p"
1,0.25,0.5,50,1000,2,1,1,0.0115213456015269,0.0643898284102503,0.0321265370846038,0.00597092940626723
1,0.25,0.5,50,1000,4,1,1,-0.0264732970665912,0.0749548378823535,-0.0113547984590754,0.00348298661391477
1,0.25,0.5,50,1000,6,1,1,-0.0236258017302076,0.0352519410018037,-0.0252398677026087,0.0103337946739991
1,0.25,0.5,50,1000,8,1,1,0.03715687145505,0.103271427759287,0.00539333168383531,0.0129481255451301
1,0.25,0.5,50,1000,10,1,1,0.00640775506005777,0.109735724105824,-0.0173646725406081,0.00475476007042104
1,0.25,0.5,50,1000,12,1,1,0.101812547395762,0.0597734662186385,0.136370445180002,0.0157141279876984
1,0.25,0.5,50,1000,14,1,1,-0.0113628833023651,0.142056135189362,0.0352460410254505,0.0126363502182547
1,0.25,0.5,50,1000,16,1,1,-0.0687845445214129,0.14910963027445,-0.0420098545546668,0.0465492421930003
1,0.25,0.5,50,1000,18,1,1,0.0514675005270541,0.174399495105835,0.0620823944344537,0.0189761851976578
1,0.25,0.5,50,1000,20,1,1,0.597304498271191,0.383591845621634,0.305331097852475,0.351880694726017
1,5,0.5,50,1000,2,1,1,-0.113266194597163,0.231457024296943,-0.0367181992736589,0.000174980513868425
1,5,0.5,50,1000,4,1,1,0.0247799483785559,0.183723697903568,0.0385786044500747,0.0202625035424596
1,5,0.5,50,1000,6,1,1,0.00257415138243752,0.202479369678066,-0.00162248701147827,0.0033874881393232
1,5,0.5,50,1000,8,1,1,-0.122693894495146,0.150106040902283,-0.0246897340013322,0.00680185230008295
1,5,0.5,50,1000,10,1,1,-0.0834836283041019,0.181575871760655,-0.0694172232128494,0.0103203325061481
1,5,0.5,50,1000,12,1,1,0.168276618450932,0.311438057513818,-0.0132786332257407,0.0205980662245055
1,5,0.5,50,1000,14,1,1,-0.181998064250856,0.202015429923545,-0.162066115565626,0.0146200889831798
1,5,0.5,50,1000,16,1,1,0.130994287636158,0.237439057195316,0.0181042598073632,0.0575451462659647
1,5,0.5,50,1000,18,1,1,-0.0982933215523432,0.234933036443542,0.0734658152085686,0.0353200964527814
1,5,0.5,50,1000,20,1,1,0.819205779190672,1.37245859830861,0.0659431515552433,0.0332986487876145
0.25,1,0.5,100,1000,2,1,1,0.021667265217273,0.0595349023396271,0.00234764598942472,0.00489749712187494
0.25,1,0.5,100,1000,4,1,1,-0.0293688826338134,0.112171398240661,-0.0440296357603885,0.00154246095541602
0.25,1,0.5,100,1000,6,1,1,0.0319510838374264,0.0686090629804469,-0.0180788014432683,0.00349759884736273
0.25,1,0.5,100,1000,8,1,1,0.106711113921321,0.187077538276284,0.0398240236821437,0.00756109334801767
0.25,1,0.5,100,1000,10,1,1,-0.24858955943607,0.368485592813631,0.00449426522856114,0.0968917825648854
1,1,0.5,100,1000,2,1,1,0.0354351877404651,0.0443664782404788,0.0188754405415596,0.00596704876079021
1,1,0.5,100,1000,4,1,1,0.00924155985248374,0.12600904252017,0.0333937831688105,0.0188223941742578
1,1,0.5,100,1000,6,1,1,0.0364566106418311,0.108661204042404,0.0590767280681215,0.0054992452740954
1,1,0.5,100,1000,8,1,1,-0.0325679791618654,0.232500453748292,0.0372919182508721,0.0324205797942505
1,1,0.5,100,1000,10,1,1,0.251492967606315,0.594730389156166,0.275486713009571,0.647118389776796
5,1,0.5,100,1000,2,1,1,0.0212828649532064,0.0896692595712772,0.489924359218816,0.235638114938149
5,1,0.5,100,1000,4,1,1,0.0248240309733942,0.203951475295132,0.249554405668928,0.165492631019946
5,1,0.5,100,1000,6,1,1,0.112777912704568,0.0861532607127091,-0.0883108306898586,0.268993757735442
5,1,0.5,100,1000,8,1,1,-0.188692792882151,0.288916432030374,-0.0900710145478006,0.194196708148732
5,1,0.5,100,1000,10,1,1,-1.05191360558133,1.79085441263871,-1.62344964200735,6.13112804171829
1,0.25,0.5,100,1000,2,1,1,-0.035542224866113,0.0693017044685033,-0.00851026978918728,0.0110518830105681
1,0.25,0.5,100,1000,4,1,1,0.0197637837355549,0.111344160862181,-0.0105000419202523,0.0138295499676967
1,0.25,0.5,100,1000,6,1,1,-0.0338757578582482,0.0789144524039978,-0.0133051724282923,0.019460713286224
1,0.25,0.5,100,1000,8,1,1,-0.0274673799773447,0.11303367663988,0.0281302350352207,0.0288651608781499
1,0.25,0.5,100,1000,10,1,1,-0.00241414515334158,1.04012367441366,0.171463597482951,1.6535260099226
1,5,0.5,100,1000,2,1,1,0.0436322122439372,0.162257982777632,-0.10160807718676,0.00915565745882144
1,5,0.5,100,1000,4,1,1,0.122141821212742,0.227720941693833,-0.0348666183364171,0.00967540943637065
1,5,0.5,100,1000,6,1,1,-0.0815030545110785,0.311023694674673,-0.0774090708728138,0.00473202366459135
1,5,0.5,100,1000,8,1,1,-0.0661590290983079,0.299222285613038,-0.0757866547255959,0.0274200414162377
1,5,0.5,100,1000,10,1,1,0.379703243143807,1.54959134881921,-0.00778608144490911,0.692137979167992
1,1,0.5,5,1000,2,1,2,0.0169140433755686,0.0823170707705041,0.0728614318323229,0.00512081291867587
1,1,0.5,5,1000,4,1,2,-0.0476664720262758,0.0704108473517317,-0.0632479481744185,0.00893841787037862
1,1,0.5,5,1000,6,1,2,-0.0178776264264993,0.0444453806612509,0.0315343133804583,0.00533303476973286
1,1,0.5,5,1000,8,1,2,-0.0299274034033552,0.0800147974883621,-0.00867278483367424,0.00690685265173748
1,1,0.5,5,1000,10,1,2,0.0119887156249205,0.0647049874775178,-0.0332114789657608,0.0127182659752735
1,1,0.5,5,1000,12,1,2,0.0010002366114191,0.0567048188635791,0.0114425559962346,0.0123141784234245
1,1,0.5,5,1000,14,1,2,0.0243101345809527,0.0823808372037013,0.0180384403527026,0.00143977779292651
1,1,0.5,5,1000,16,1,2,-0.0244355567310214,0.070479106537875,0.00339355446504381,0.000821316372821885
1,1,0.5,5,1000,18,1,2,-0.057443823111737,0.0740675527391656,-0.0478289594123265,0.0154577738734789
1,1,0.5,5,1000,20,1,2,0.000914608856357459,0.0795554216863477,0.0709519615948575,0.00322416589757667
1,1,0.5,5,1000,22,1,2,0.0471979602633062,0.077513805493379,0.0472225985492808,0.00420990320194444
1,1,0.5,5,1000,24,1,2,-0.0266959101782346,0.10294611442567,0.0679505320787904,0.00546294868463311
1,1,0.5,5,1000,26,1,2,0.0130983724567205,0.0399609761925682,-0.0286412953927014,0.000902301550469045
1,1,0.5,5,1000,28,1,2,0.0190580279567104,0.0906572052943227,0.0280097593564123,0.00633238243773507
1,1,0.5,5,1000,30,1,2,-0.0284224654720556,0.0779674384178021,-0.0482219917873427,0.00688660909178895
1,1,0.5,5,1000,32,1,2,-0.0786188186534744,0.120983241711348,-0.0217827835506206,0.0131877899081137
1,1,0.5,5,1000,34,1,2,-0.00383273518308745,0.1374331924016,-0.0390118922742444,0.0118267302196983
1,1,0.5,5,1000,36,1,2,-0.0649816656099594,0.127588261662322,0.015466156646103,0.00824907728796187
1,1,0.5,5,1000,38,1,2,0.0060641221129865,0.13033469743219,0.0311002927195238,0.00459078405997886
1,1,0.5,5,1000,40,1,2,-0.0150377927325015,0.0489499578943627,0.0911322216438046,0.00139413992680941
1,1,0.5,5,1000,42,1,2,0.00105364868141949,0.0832036268880734,0.0122249993320782,0.00879122135845074
1,1,0.5,5,1000,44,1,2,0.0107098075492868,0.0752015870717306,0.0258839501375776,0.0204417163019255
1,1,0.5,5,1000,46,1,2,-0.0356006931574382,0.0719344607262269,0.0177571930077448,0.00254731627701175
1,1,0.5,5,1000,48,1,2,-0.00959671152784476,0.0275571123084223,0.0134151879805768,0.00206501780837427
1,1,0.5,5,1000,50,1,2,0.0611413713487781,0.0736693387660112,-0.00796108337465356,0.00470926529254755
1,1,0.5,5,1000,52,1,2,0.0264135977413696,0.13948675461027,-0.0176653718864542,0.00712322058368204
1,1,0.5,5,1000,54,1,2,-0.0319533879987818,0.0633529054139935,0.0181327746389842,0.00371385354695521
1,1,0.5,5,1000,56,1,2,0.0876838825000531,0.0870196956372757,0.0258235602287074,0.0136763966179903
1,1,0.5,5,1000,58,1,2,0.0865194940796056,0.167564426534747,0.00132043746926582,0.0137907421317389
1,1,0.5,5,1000,60,1,2,-0.0466272902304868,0.114229560663981,-0.0270048887817754,0.00258185148233965
1,1,0.5,5,1000,62,1,2,-0.0510015119996368,0.0709183758034594,-0.0161338405882451,0.0036107412002836
1,1,0.5,5,1000,64,1,2,-0.106515549937014,0.0562725355776173,-0.0928097490530587,0.00431967682538423
1,1,0.5,5,1000,66,1,2,-0.0489205691025397,0.0643968050412603,-0.048999892293791,0.0139977593086178
1,1,0.5,5,1000,68,1,2,-0.00104315159653918,0.107713183441166,-0.0259508580883756,0.0184222141712205
1,1,0.5,5,1000,70,1,2,0.0355380990737873,0.138181581331071,-0.0270304929675059,0.00248905069666082
1,1,0.5,5,1000,72,1,2,-0.0412543355786931,0.0311572071034486,0.0166509346144869,0.00344515500285
1,1,0.5,5,1000,74,1,2,0.000397455798695254,0.132979131233302,-0.0256187072354312,0.0104335641170756
1,1,0.5,5,1000,76,1,2,-0.0103690133889287,0.14472458679048,0.00783946345353206,0.0225939137864327
1,1,0.5,5,1000,78,1,2,-0.0397682412322363,0.10760534020116,-0.0471026055605274,0.00871120951766899
1,1,0.5,5,1000,80,1,2,-0.0747679094300723,0.169902228605429,-0.0701326289739878,0.0169089474017097
1,1,0.5,5,1000,82,1,2,-0.0391015932868907,0.0893813292244357,0.0185254240644261,0.00946399967111851
1,1,0.5,5,1000,84,1,2,-0.0160932703678602,0.0695836338364495,0.00346635706728793,0.0168208613256943
1,1,0.5,5,1000,86,1,2,-0.0248042030820045,0.0675037484262583,0.0436729318749965,0.0083863960135776
1,1,0.5,5,1000,88,1,2,-0.0355399229573283,0.15520185125331,0.0189295666476849,0.0111575452631796
1,1,0.5,5,1000,90,1,2,0.00614292895771618,0.0811585813810578,0.0448786442547882,0.0196581422836284
1,1,0.5,5,1000,92,1,2,0.0139344492698329,0.153890354515459,0.00589908246467106,0.004779498051038
1,1,0.5,5,1000,94,1,2,-0.0265488728536504,0.0350778546396507,-0.0314616806437457,0.00228598146971348
1,1,0.5,5,1000,96,1,2,0.0732482703765207,0.0789163145372239,0.0737407740972619,0.00387821147814419
1,1,0.5,5,1000,98,1,2,0.0445723294848902,0.154886314432634,0.0733071398739903,0.0165465121337156
1,1,0.5,5,1000,100,1,2,-0.0474373137320242,0.0853831506762811,-0.0164690931284747,0.00457590873267239
1,1,0.5,5,1000,102,1,2,0.0670113167605522,0.136010435635695,0.0822130026997092,0.00413600882467951
1,1,0.5,5,1000,104,1,2,-0.0922856823915373,0.0757057100878938,-0.0676756996707954,0.00092128501554156
1,1,0.5,5,1000,106,1,2,-0.0135756257658071,0.0926387867417832,-0.0138462650393644,0.0120827770267976
1,1,0.5,5,1000,108,1,2,0.0346967148345152,0.10617803042755,-0.0482132764488202,0.00388367953826344
1,1,0.5,5,1000,110,1,2,0.0384306032181578,0.119818058929892,-0.0145423600976633,0.00929106405401543
1,1,0.5,5,1000,112,1,2,0.00856931988114398,0.0518383744231394,0.0797184009463008,0.0114314906092869
1,1,0.5,5,1000,114,1,2,-0.0218671771371044,0.0421860911983503,-0.0489228244572378,0.00140755751766978
1,1,0.5,5,1000,116,1,2,-0.0507324918778702,0.0889882460139999,0.0020874906057883,0.0117034993051061
1,1,0.5,5,1000,118,1,2,-0.0602871842579376,0.0886797598075682,-0.0571149621587134,0.00499793933129149
1,1,0.5,5,1000,120,1,2,-0.0355445337744745,0.180526788337049,-0.0850874663470823,0.012741755044899
1,1,0.5,5,1000,122,1,2,0.0959558376736845,0.104331829352237,-0.00431041512654527,0.00651324060313215
1,1,0.5,5,1000,124,1,2,0.0992810459453169,0.127061152529107,0.0649177371633877,0.00474809623243553
1,1,0.5,5,1000,126,1,2,-0.0393215950034374,0.097998460804316,-0.0500055777310616,0.00213830239410539
1,1,0.5,5,1000,128,1,2,-0.0921175663550212,0.185994341765941,-0.0170642620195053,0.00651699663708313
1,1,0.5,5,1000,130,1,2,-0.0997719239550142,0.0778704516508516,-0.0447838175726953,0.0157226383979728
1,1,0.5,5,1000,132,1,2,0.0844168536472395,0.129236215159871,0.022009688255179,0.00571377749679061
1,1,0.5,5,1000,134,1,2,0.097453289873447,0.0886459135583204,0.059875832641339,0.0071959379123484
1,1,0.5,5,1000,136,1,2,0.0642144556476642,0.153158489297921,0.0833615670488053,0.0113119774465693
1,1,0.5,5,1000,138,1,2,0.053965901524619,0.136721702254382,0.0123632563153281,0.00497880414329849
1,1,0.5,5,1000,140,1,2,0.0527315899601354,0.134603337395601,0.0678328767944107,0.0123488424294554
1,1,0.5,5,1000,142,1,2,0.00787380636402264,0.149227398131546,0.0205262526361045,0.00970536887699684
1,1,0.5,5,1000,144,1,2,-0.090214892994137,0.151254554576426,-0.0345101467606846,0.00926709016142098
1,1,0.5,5,1000,146,1,2,-0.0431334162107015,0.306789150533663,-0.030068536513537,0.0727840998567511
1,1,0.5,5,1000,148,1,2,0.0202353684809238,0.134729119762586,0.0186973219608754,0.0013626320943496
1,1,0.5,5,1000,150,1,2,0.0385104367743782,0.209264926476263,0.0355856953235533,0.0194803268005227
1,1,0.5,5,1000,152,1,2,0.117457008961474,0.111386625760614,0.0855088264476773,0.0235391834324551
1,1,0.5,5,1000,154,1,2,0.14487242640415,0.135990317417738,0.0357338684557669,0.0154080338562104
1,1,0.5,5,1000,156,1,2,-0.0312051663858893,0.165538103404623,-0.041557692073171,0.00140231708621126
1,1,0.5,5,1000,158,1,2,-0.0364270125931325,0.146563883318318,-0.025971163831769,0.00570552649962026
1,1,0.5,5,1000,160,1,2,-0.118379021763026,0.0813774571460169,-0.0407614687340528,0.00353613776104018
1,1,0.5,5,1000,162,1,2,-0.0967585372514804,0.168437283612559,-0.0782747655757447,0.0162972490248003
1,1,0.5,5,1000,164,1,2,0.037994988776904,0.197838458695705,0.0134301225408563,0.00988102109239108
1,1,0.5,5,1000,166,1,2,0.038478145019736,0.133526454485324,0.0463401848989562,0.02344988328881
1,1,0.5,5,1000,168,1,2,0.110508874526174,0.0807762362986464,0.109304983293585,0.0390451365036695
1,1,0.5,5,1000,170,1,2,0.0416869326465363,0.297154462664838,-0.0584938741467785,0.05340246908031
1,1,0.5,5,1000,172,1,2,-0.0108938614791603,0.335276473391366,-0.00726224295280934,0.0497547623079888
1,1,0.5,5,1000,174,1,2,0.162688740682419,0.237361016279228,0.121137408334508,0.0327169620495063
1,1,0.5,5,1000,176,1,2,-0.16246968940789,0.130508164650361,-0.0604496440494102,0.0608883477199001
1,1,0.5,5,1000,178,1,2,0.0967696528013249,0.0958538286945548,0.0198627878108672,0.0223322046010477
1,1,0.5,5,1000,180,1,2,-0.023467400890899,0.146218770039321,-0.0389995405574134,0.0357872185550113
1,1,0.5,5,1000,182,1,2,-0.0830056240433773,0.242208089635183,-0.00853222210693235,0.0196949164721842
1,1,0.5,5,1000,184,1,2,-0.124966798436356,0.196051371777931,-0.0347888955466207,0.0447388246400027
1,1,0.5,5,1000,186,1,2,-0.0551759841867332,0.255330920351739,-0.0517293371424357,0.0556714314473317
1,1,0.5,5,1000,188,1,2,-0.0774376023247773,0.0913189246457296,-0.164142492940155,0.0343562257456463
1,1,0.5,5,1000,190,1,2,-0.112337138849984,0.191422456637496,0.0947624711459476,0.102287492066041
1,1,0.5,5,1000,192,1,2,-0.0253139931359311,0.236356918421429,-0.0602075145349079,0.0640120698528967
1,1,0.5,5,1000,194,1,2,0.115198078635207,0.180262623546739,0.0539414860843796,0.0200775835746301
1,1,0.5,5,1000,196,1,2,-0.0633040145248005,0.282164266356196,0.0758637554111439,0.0564996967939643
1,1,0.5,5,1000,198,1,2,0.057598264253804,0.21467439008379,0.014079535706156,0.0661488581004383
1,1,0.5,5,1000,200,1,2,0.0774119912725037,0.117430589272208,-0.0521828959818798,0.043628322588836
1,1,0.5,5,1000,2,1,5,-0.0260242744767614,0.156611404172885,0.0276841711636321,0.0157484727182254
1,1,0.5,5,1000,4,1,5,-0.012832886010491,0.093309184150264,-0.00485877286123788,0.00162640467984454
1,1,0.5,5,1000,6,1,5,-0.00685908483183866,0.127635889176763,0.0443483899226592,0.00447179907532907
1,1,0.5,5,1000,8,1,5,-0.052008311505783,0.073264143730071,-0.0752418675977527,0.00535728919615093
1,1,0.5,5,1000,10,1,5,-0.0446439293100061,0.133930803120195,-0.0316097904269469,0.0122327846484106
1,1,0.5,5,1000,12,1,5,-0.0293239249762141,0.0279410836380619,-0.00118394972714277,0.0040794865543469
1,1,0.5,5,1000,14,1,5,0.043836390215858,0.0989396425792753,0.0268670370872297,0.0174125730214502
1,1,0.5,5,1000,16,1,5,0.0593891529623008,0.111950457520961,0.0583638113377283,0.00250801903535431
1,1,0.5,5,1000,18,1,5,0.0200945715682664,0.101297998512021,0.10611904408802,0.00252985876322638
1,1,0.5,5,1000,20,1,5,-0.083418792493176,0.0616790005790459,-0.00741247762586,0.00531870461683999
1,1,0.5,5,1000,22,1,5,-0.0593121939467789,0.0754104308133109,-0.0487572951423246,0.0118016110874659
1,1,0.5,5,1000,24,1,5,-0.0289290849789806,0.0739797548376647,0.0324782589515195,0.00791080151006424
1,1,0.5,5,1000,26,1,5,0.0133281562386705,0.0973703105275339,0.0929523090539544,0.00903039610402583
1,1,0.5,5,1000,28,1,5,-0.00106312403285269,0.0623792051422262,-0.0161634145141498,0.0116183653295085
1,1,0.5,5,1000,30,1,5,-0.107425972374875,0.0994547361212778,-0.0321972612585199,0.0125988565703476
1,1,0.5,5,1000,32,1,5,-0.0101339381358976,0.0619063793784339,-0.0593704686742331,0.0112885308443778
1,1,0.5,5,1000,34,1,5,-0.0793532949891111,0.111927679710708,0.00885350341259326,0.00243825940870166
1,1,0.5,5,1000,36,1,5,-0.00830482610102461,0.069757543628553,0.0368986137798117,0.0115699168167086
1,1,0.5,5,1000,38,1,5,0.0325503176982981,0.046537200445787,0.00420553223806266,0.00391040984774074
1,1,0.5,5,1000,40,1,5,-0.031385146887407,0.11112348413292,-0.0410150966214402,0.00362464106941765
1,1,0.5,5,1000,42,1,5,-0.0319745911889342,0.0596826634542727,-0.0294686752372776,0.00277362996534317
1,1,0.5,5,1000,44,1,5,-0.091689191279022,0.0830098607371946,0.0103883138967758,0.00958107947622196
1,1,0.5,5,1000,46,1,5,-0.0193242993344361,0.121085627917076,0.00472256242220546,0.0138444341131485
1,1,0.5,5,1000,48,1,5,0.0173591329023891,0.094322936384988,-0.0299014962911716,0.0040643860980441
1,1,0.5,5,1000,50,1,5,0.030321756123257,0.07897774458009,0.0752741426347701,0.00338957863961283
1,1,0.5,5,1000,52,1,5,-0.0276381478818836,0.083694756749435,0.0372240085913731,0.0134636072974707
1,1,0.5,5,1000,54,1,5,0.0740416576263366,0.0778384576393777,0.0720410525201174,0.00463548076028556
1,1,0.5,5,1000,56,1,5,0.0233133251853882,0.0934501726498432,0.00277935628505812,0.0103387379727749
1,1,0.5,5,1000,58,1,5,0.00383361490318812,0.0849109451560215,-0.00204733716766157,0.00532566432388906
1,1,0.5,5,1000,60,1,5,-0.0790918207583006,0.127169745855716,-0.0589210031820329,0.00984713995140518
1,1,0.5,5,1000,62,1,5,0.0438325617614156,0.0889055247671132,-0.0431436180661311,0.00650795310476193
1,1,0.5,5,1000,64,1,5,0.0500459929093228,0.0438539668743033,0.0669628100698979,0.00850853093225264
1,1,0.5,5,1000,66,1,5,-0.0681236104023311,0.0767692300950249,-0.00345949112652164,0.0042240848297054
1,1,0.5,5,1000,68,1,5,0.0145138366884307,0.122428956008993,-0.033987414359477,0.00705836783660492
1,1,0.5,5,1000,70,1,5,0.0375096121244478,0.0990443689926602,-0.00131117112799757,0.00969704840577604
1,1,0.5,5,1000,72,1,5,0.060468603699559,0.150619390850543,0.0211827583959654,0.0227787256112109
1,1,0.5,5,1000,74,1,5,0.0308330990594479,0.0447964451289802,0.0237461281985315,0.00486053095343954
1,1,0.5,5,1000,76,1,5,0.00711664316503508,0.0784021550953841,0.0748366669246621,0.00807827043500443
1,1,0.5,5,1000,78,1,5,-0.0904871482910348,0.0776523602772424,-0.0226530885447446,0.00440742984213073
1,1,0.5,5,1000,80,1,5,-0.0130892000362884,0.161930164630202,-0.0715291258719578,0.00844204650046429
1,1,0.5,5,1000,82,1,5,0.0508850149433641,0.0989341845531992,0.0587929356823221,0.00127255943782347
1,1,0.5,5,1000,84,1,5,-0.000862011852874469,0.0894286475195271,0.0367297186263453,0.0178724920035768
1,1,0.5,5,1000,86,1,5,-0.0627895637695918,0.181629732306327,-0.0194270723407985,0.0186810774819416
1,1,0.5,5,1000,88,1,5,0.0650540038407495,0.0278656833893564,0.0354138333497293,0.00737927472057358
1,1,0.5,5,1000,90,1,5,0.0749925182645358,0.0292747778222085,0.0957915355957596,0.00454189118123263
1,1,0.5,5,1000,92,1,5,0.0376280287762283,0.14197538047529,-0.0373004290285806,0.00462509963381701
1,1,0.5,5,1000,94,1,5,-0.0303704214473564,0.13375734475441,-0.0283946412666108,0.00173403481593714
1,1,0.5,5,1000,96,1,5,-0.0725911305955986,0.0900429273835292,-0.00631044520694495,0.00474551725348258
1,1,0.5,5,1000,98,1,5,-0.0338549184785348,0.137120690085502,-0.0101233714022527,0.00277628955987782
1,1,0.5,5,1000,100,1,5,-0.00215927744247555,0.170595758700509,-0.0320647869870054,0.00700741558574879
1,1,0.5,5,1000,102,1,5,0.0467382901248541,0.119301844090557,0.0481331854334925,0.00431896643740471
1,1,0.5,5,1000,104,1,5,-0.0709925035023097,0.0921295924038359,-0.0396034242304577,0.0260038224862902
1,1,0.5,5,1000,106,1,5,0.0118817021052504,0.0726239038414385,-0.0416512095955891,0.00282653780160013
1,1,0.5,5,1000,108,1,5,-0.00760139284179147,0.142309594789618,-0.0240654520254061,0.00745874647466031
1,1,0.5,5,1000,110,1,5,-0.0561004704606667,0.198039856277765,-0.0162187761046354,0.00363216289290778
1,1,0.5,5,1000,112,1,5,-0.0310970138268999,0.127316965773841,0.00182637904401411,0.0025451835247279
1,1,0.5,5,1000,114,1,5,0.0539041592912749,0.139730905823195,0.0240460593071671,0.0038355899020195
1,1,0.5,5,1000,116,1,5,-0.0687899900044344,0.179988845555522,0.00774650039939075,0.00683195667650421
1,1,0.5,5,1000,118,1,5,-0.0632595509744931,0.0991562684895503,-0.0080067750782316,0.00628281325035582
1,1,0.5,5,1000,120,1,5,0.0127073739808585,0.120423517822669,0.0329957230346174,0.0122711893278901
1,1,0.5,5,1000,122,1,5,0.000937094948802474,0.0728553480163431,0.0281137545525915,0.0113169108587766
1,1,0.5,5,1000,124,1,5,0.0314897898560291,0.20403140530991,-0.0120846028786968,0.0126458077356867
1,1,0.5,5,1000,126,1,5,0.0101707761496504,0.0506032341864065,-0.00871240220682168,0.00268111003560715
1,1,0.5,5,1000,128,1,5,-0.121193134182142,0.100499087533973,-0.0963749626966472,0.0128755145722042
1,1,0.5,5,1000,130,1,5,0.0938870306143002,0.0921911067960051,0.0206971698108205,0.00800326905425063
1,1,0.5,5,1000,132,1,5,0.059406818988098,0.119904277502411,0.0497929115876232,0.0123154008717001
1,1,0.5,5,1000,134,1,5,0.0202210026615042,0.141969437935302,-0.0105604909927887,0.00930067402121901
1,1,0.5,5,1000,136,1,5,-0.0342244306298658,0.0962554901926238,-0.0344094352500573,0.0127112220571705
1,1,0.5,5,1000,138,1,5,-0.0283051940070703,0.0469444520412273,-0.0111315751250565,0.00787988915147889
1,1,0.5,5,1000,140,1,5,-0.0051724107004091,0.124932829900826,0.0170002589718987,0.0117849414830412
1,1,0.5,5,1000,142,1,5,0.0116605421100086,0.124174134725431,0.0258318179837353,0.0222892931672561
1,1,0.5,5,1000,144,1,5,0.0274168056222207,0.138802580811323,0.0547359337726686,0.0155683118858585
1,1,0.5,5,1000,146,1,5,0.113504129779178,0.159675928060751,0.0978668701750021,0.0379498609856592
1,1,0.5,5,1000,148,1,5,0.0449727572609325,0.0923082700523602,0.00974562022147331,0.0257958636577073
1,1,0.5,5,1000,150,1,5,-0.101687535194021,0.095648949013515,-0.0726016538545831,0.000864271550047474
1,1,0.5,5,1000,152,1,5,0.0257067304207029,0.103690932424406,-0.0420005602862286,0.0163117867339409
1,1,0.5,5,1000,154,1,5,-0.1507347384397,0.1461989759584,-0.149783505885026,0.0275655445172244
1,1,0.5,5,1000,156,1,5,-0.0649684416645011,0.232029945223399,0.0358099628730166,0.0175179078550076
1,1,0.5,5,1000,158,1,5,-0.0246161772879637,0.109621976364324,0.0402980920667122,0.0050827718350761
1,1,0.5,5,1000,160,1,5,0.0218147613475024,0.176670086163714,-0.015727951082809,0.00855330808368881
1,1,0.5,5,1000,162,1,5,-0.122162373597206,0.10867317967428,-0.104096467716792,0.0197459256169092
1,1,0.5,5,1000,164,1,5,-0.0396362288646278,0.136161009594075,-0.0612406389358647,0.0120048153600356
1,1,0.5,5,1000,166,1,5,-0.0189207958838944,0.0944585655390899,-0.0396167404205382,0.00581930414416438
1,1,0.5,5,1000,168,1,5,0.0209138191785515,0.197417836462186,-0.0346988109150425,0.0478618378205913
1,1,0.5,5,1000,170,1,5,-0.0305741120584377,0.162266609604599,-0.0408356694114808,0.0113944533039151
1,1,0.5,5,1000,172,1,5,0.136900248120238,0.135975040333668,0.00600339877351282,0.11523068070485
1,1,0.5,5,1000,174,1,5,-0.00546129809575061,0.262826494799187,0.0802440013767409,0.118825076300099
1,1,0.5,5,1000,176,1,5,-0.000619993277535966,0.160633504658041,-0.0960164925278665,0.0236780474901527
1,1,0.5,5,1000,178,1,5,0.160605402916916,0.185889468251773,0.0949124751375925,0.042268492250973
1,1,0.5,5,1000,180,1,5,-0.161537516843826,0.183192340074014,-0.159169461859621,0.0459668736748786
1,1,0.5,5,1000,182,1,5,-0.11704024999499,0.25225908279275,-0.0515254364171802,0.0359048979878814
1,1,0.5,5,1000,184,1,5,-0.0153350394154678,0.225871769761339,-0.0728442495934218,0.0333457124074096
1,1,0.5,5,1000,186,1,5,-0.0452611766825381,0.159019302608359,-0.0450149992913621,0.022284581381076
1,1,0.5,5,1000,188,1,5,0.047014632516183,0.356403248424794,0.0329535505545465,0.0868698831894639
1,1,0.5,5,1000,190,1,5,-0.036216697846365,0.306574315151961,-0.171935278956433,0.077896009782993
1,1,0.5,5,1000,192,1,5,-0.115810806025503,0.231753532674886,-0.028782430284841,0.03039884557995
1,1,0.5,5,1000,194,1,5,0.147130096608387,0.136204948613063,-0.00339925913746555,0.0311286179148974
1,1,0.5,5,1000,196,1,5,0.137573165182646,0.236522567275625,0.221330318790447,0.0263412582648805
1,1,0.5,5,1000,198,1,5,0.0621460470969936,0.190947343728097,0.0263319904581032,0.0374750536669298
1,1,0.5,5,1000,200,1,5,-0.0755318670545742,0.327921229971076,-0.039462426358974,0.0558460209456388
1,1,0.5,5,2000,2,1,1,-0.058543508221258,0.0264858906978446,-0.0859601385043627,0.0025178257739648
1,1,0.5,5,2000,4,1,1,0.0154420229073591,0.0635864313156284,0.00293355214188218,0.00183131938824543
1,1,0.5,5,2000,6,1,1,0.0183044024273311,0.049569964642242,-0.00952078306765331,0.00331291929922946
1,1,0.5,5,2000,8,1,1,0.0044522218094214,0.104405885884787,-0.0228584517263976,0.0016282745009542
1,1,0.5,5,2000,10,1,1,-0.00302806701800282,0.073460601664574,0.015583938658663,0.00639227343915812
1,1,0.5,5,2000,12,1,1,0.0323847785464094,0.0663590384094616,0.059514109164651,0.00132489154735896
1,1,0.5,5,2000,14,1,1,0.0229642165311312,0.0414555473767552,0.0315876480448217,0.00438651538007703
1,1,0.5,5,2000,16,1,1,-0.0706291062925543,0.0775207476160293,-0.0158579076739143,0.00114268904321999
